Date,Sales
2023-03-20,64.35639958005927
2023-03-21,58.05525869385979
2023-03-22,63.28983545430606
2023-03-23,64.94519332958603
2023-03-24,68.22674633028784
2023-03-25,62.15175535815353
2023-03-26,61.18897323487239
2023-03-27,62.01155389812934
2023-03-28,66.1599857616281
2023-03-29,64.29167458213766
2023-03-30,61.602577583551266
2023-03-31,64.6130036542186
2023-04-01,63.240797917280084
2023-04-02,65.72700278346414
2023-04-03,60.581670833998515
2023-04-04,61.566990051320154
2023-04-05,61.23130988388438
2023-04-06,57.87038924167899
2023-04-07,62.99836988618346
2023-04-08,62.73816123422241
2023-04-09,61.81137245262355
2023-04-10,60.92949920620918
2023-04-11,57.22071287161906
2023-04-12,60.034936154140276
2023-04-13,60.09540705419338
2023-04-14,58.540179915732146
2023-04-15,60.283551684748986
2023-04-16,61.79704985574041
2023-04-17,66.0581921660128
2023-04-18,60.73551297621467
2023-04-19,60.794144607867636
2023-04-20,59.60560096320283
2023-04-21,53.8779657912268
2023-04-22,59.358139475046286
2023-04-23,59.420001118852504
2023-04-24,66.42906191128716
2023-04-25,58.26084251073525
2023-04-26,59.53989202120359
2023-04-27,58.327344891701
2023-04-28,54.72075350531734
2023-04-29,61.449812901691914
2023-04-30,60.071122533821644
2023-05-01,59.98199349456249
2023-05-02,54.67407812053204
2023-05-03,61.40390839188628
2023-05-04,52.783372955195475
2023-05-05,58.54318730988504
2023-05-06,63.148135287456995
2023-05-07,53.39994729897778
2023-05-08,54.46825899286408
2023-05-09,56.26268224566884
2023-05-10,54.25102857968827
2023-05-11,50.908514652952746
2023-05-12,55.566734990513915
2023-05-13,51.976336464036635
2023-05-14,56.38805444566121
2023-05-15,52.01502837381918
2023-05-16,59.23128761639431
2023-05-17,52.042230831441714
2023-05-18,53.23879747220119
2023-05-19,56.461170347650054
2023-05-20,50.14646636703879
2023-05-21,54.34284039106701
2023-05-22,57.40640549043379
2023-05-23,48.490312164502875
2023-05-24,53.697866524729264
2023-05-25,53.75838300162346
2023-05-26,55.16268525027255
2023-05-27,48.948702133552615
2023-05-28,48.54451835753866
2023-05-29,53.92218112877652
2023-05-30,53.10204822494288
2023-05-31,52.821712439260416
2023-06-01,52.97324952992134
2023-06-02,49.762159463024496
2023-06-03,52.37210441919242
2023-06-04,52.43257147664657
2023-06-05,49.29332833076825
2023-06-06,56.92186585161111
2023-06-07,52.63944198584014
2023-06-08,47.54278126085947
2023-06-09,52.99055160011013
2023-06-10,48.00659449173827
2023-06-11,53.20728724205904
2023-06-12,54.2429510058161
2023-06-13,48.23207292474482
2023-06-14,53.51711261031689
2023-06-15,51.804180075646954
2023-06-16,52.97693555956497
2023-06-17,56.152188442191466
2023-06-18,49.682903994368004
2023-06-19,48.12138677527243
2023-06-20,47.68390642564266
2023-06-21,47.88125602660198
2023-06-22,50.08005256284747
2023-06-23,51.3239646766238
2023-06-24,51.12625472744809
2023-06-25,52.77996606225202
2023-06-26,50.34624987915945
2023-06-27,54.683297300008185
2023-06-28,49.550823044542994
2023-06-29,58.53406730817231
2023-06-30,52.28601161209485
2023-07-01,47.87968138359882
2023-07-02,47.28732250581666
2023-07-03,52.00296690297283
2023-07-04,49.94741242161349
2023-07-05,52.82874810386655
2023-07-06,52.18208883555992
2023-07-07,50.62618635254365
2023-07-08,48.39323667569413
2023-07-09,46.48464387185558
2023-07-10,49.7918023084218
2023-07-11,53.80926557470473
2023-07-12,51.997594967436434
2023-07-13,47.739822193713984
2023-07-14,52.12473974482003
2023-07-15,52.895690264674265
2023-07-16,49.22903449531169
2023-07-17,52.488918878000284
2023-07-18,52.355710905249175
2023-07-19,48.91165167607086
2023-07-20,53.57946718274965
2023-07-21,54.35998994242113
2023-07-22,56.10423008623181
2023-07-23,56.19974727924408
2023-07-24,49.09433469525226
2023-07-25,50.608514555562174
2023-07-26,55.16729205958791
2023-07-27,55.36919118573151
2023-07-28,55.583971091380704
2023-07-29,65.81325837549284
2023-07-30,56.18910251190695
2023-07-31,58.10951277572373
2023-08-01,57.796107050107715
2023-08-02,57.12434239161154
2023-08-03,54.46508549496109
2023-08-04,57.93305681177807
2023-08-05,53.58733133776367
2023-08-06,55.44927853041762
2023-08-07,54.96170538094132
2023-08-08,56.92547641573696
2023-08-09,63.88974328593167
2023-08-10,51.613597942785674
2023-08-11,59.54736661513427
2023-08-12,52.927049394237336
2023-08-13,56.629280374501704
2023-08-14,61.594922096253754
2023-08-15,58.80686534623404
2023-08-16,55.66954988483249
2023-08-17,57.04827738286833
2023-08-18,61.526871054739125
2023-08-19,57.593190192358186
2023-08-20,60.73203753788621
2023-08-21,60.51974334470662
2023-08-22,58.730420847454205
2023-08-23,67.42090864269855
2023-08-24,63.19617964195793
2023-08-25,55.525663027795744
2023-08-26,62.468273367738924
2023-08-27,60.23235072621853
2023-08-28,65.08461786496517
2023-08-29,60.459998868131166
2023-08-30,62.804057478512284
2023-08-31,64.97422355975561
2023-09-01,66.36763793555849
2023-09-02,60.48053590479349
2023-09-03,63.38874280516155
2023-09-04,63.277827205982675
2023-09-05,63.05251420616909
2023-09-06,70.61795281176991
2023-09-07,66.8447006215911
2023-09-08,62.15417464097458
2023-09-09,68.99621811829235
2023-09-10,72.91347138775964
2023-09-11,69.9471647951353
2023-09-12,62.59265305574539
2023-09-13,65.9971156127817
2023-09-14,71.54750160853393
2023-09-15,65.91844147053314
2023-09-16,69.66515868088584
2023-09-17,70.94726098404635
2023-09-18,66.1294745478699
2023-09-19,69.01568840246435
2023-09-20,59.75139693521483
2023-09-21,66.67975315447744
2023-09-22,69.2695602040304
2023-09-23,66.55474622527525
2023-09-24,75.46249676372184
2023-09-25,66.53819765742722
2023-09-26,69.76789757292076
2023-09-27,71.7355734003512
2023-09-28,75.9182673972924
2023-09-29,67.53359882878394
2023-09-30,75.57292576769984
2023-10-01,72.35176699492423
2023-10-02,69.60943492048771
2023-10-03,74.16830298645957
2023-10-04,73.6022240947596
2023-10-05,71.42235303926464
2023-10-06,73.64516368546998
2023-10-07,72.4872578646713
2023-10-08,74.18577531007493
2023-10-09,76.02812287170245
2023-10-10,78.99067508405979
2023-10-11,70.7043651625263
2023-10-12,80.99630289013905
2023-10-13,68.91444929184223
2023-10-14,74.48290482248888
2023-10-15,76.86471931014385
2023-10-16,76.09813776479024
2023-10-17,73.53627578076392
2023-10-18,74.92297243991457
2023-10-19,74.2049930622928
2023-10-20,74.04619347646177
2023-10-21,78.48696877311836
2023-10-22,77.1266184783095
2023-10-23,74.08774386053229
2023-10-24,78.9696246333835
2023-10-25,77.29049270244869
2023-10-26,78.89833585133756
2023-10-27,78.43315148184612
2023-10-28,74.13513382599471
2023-10-29,75.01275088318071
2023-10-30,78.99965848461675
2023-10-31,78.64667241540074
2023-11-01,76.80393732664791
2023-11-02,77.26300203650742
2023-11-03,80.78169488290521
2023-11-04,75.20497860101611
2023-11-05,78.64530396141373
2023-11-06,76.41509807848529
2023-11-07,76.37966496180576
2023-11-08,80.33346757696779
2023-11-09,79.5112424544966
2023-11-10,79.46684306797789
2023-11-11,80.92757651000888
2023-11-12,77.05252788229141
2023-11-13,79.00735136821844
2023-11-14,75.99632188789225
2023-11-15,77.85896255761945
2023-11-16,76.44914956695362
2023-11-17,77.0775221644424
2023-11-18,78.51287174604948
2023-11-19,74.207590514524
2023-11-20,82.86833044527219
2023-11-21,73.49617933172381
2023-11-22,72.78896186820535
2023-11-23,79.8174803638558
2023-11-24,78.62417390773125
2023-11-25,78.02209938642442
2023-11-26,77.92994825696026
2023-11-27,75.89806615468379
2023-11-28,73.1277698562466
2023-11-29,75.92661716409488
2023-11-30,73.54244855240604
2023-12-01,78.36920173238067
2023-12-02,74.8678800817945
2023-12-03,72.69319653049196
2023-12-04,74.06172110842351
2023-12-05,76.11654952427136
2023-12-06,73.03427833621822
2023-12-07,72.10244503776116
2023-12-08,75.13991928697618
2023-12-09,74.97974840996652
2023-12-10,72.55639476950934
2023-12-11,72.4930168950248
2023-12-12,74.4278707448187
2023-12-13,69.20989054561919
2023-12-14,69.15116243545535
2023-12-15,71.03477488847754
2023-12-16,72.3636214648369
2023-12-17,73.74800233645014
2023-12-18,77.05028784182889
2023-12-19,75.00392351682997
2023-12-20,71.75580497604108
2023-12-21,71.98136425488939
2023-12-22,68.8319006855184
2023-12-23,71.58347720529977
2023-12-24,70.57118984599403
2023-12-25,72.20226221573026
2023-12-26,68.5483172154176
2023-12-27,72.383087651816
2023-12-28,75.21760985521139
2023-12-29,70.08693747907593
2023-12-30,71.4118309058825
2023-12-31,72.07043197513333
